match_id,champion,win
EUW1_6962619404,Vladimir,False
EUW1_6962331028,Vladimir,False
EUW1_6961768549,Vladimir,True
EUW1_6962876048,Vladimir,False
EUW1_6962531640,Vladimir,True
EUW1_6962390100,Vladimir,True
EUW1_6960718593,Vladimir,False
EUW1_6961919042,Vladimir,True
EUW1_6962605196,Vladimir,False
EUW1_6962914660,Vladimir,False
EUW1_6962932541,Vladimir,False
EUW1_6963012666,Vladimir,False
EUW1_6962574593,Vladimir,True
EUW1_6960228132,Vladimir,False
EUW1_6962463529,Vladimir,True
EUW1_6958451524,Vladimir,False
EUW1_6962652635,Vladimir,True
EUW1_6962956544,Vladimir,False
EUW1_6962766067,Vladimir,False
EUW1_6962751877,Vladimir,True
EUW1_6962528790,Vladimir,True
EUW1_6957976916,Vladimir,False
EUW1_6961880102,Vladimir,True
EUW1_6961823102,Vladimir,False
EUW1_6962717349,Vladimir,False
EUW1_6962823963,Vladimir,True
EUW1_6962164703,Vladimir,True
EUW1_6957644678,Vladimir,True
EUW1_6962959292,Vladimir,False
EUW1_6957687774,Vladimir,False
EUW1_6963236435,Vladimir,True
EUW1_6958107451,Vladimir,True
EUW1_6956927296,Vladimir,True
EUW1_6961771140,Vladimir,True
EUW1_6959569392,Vladimir,False
EUW1_6962864384,Vladimir,True
EUW1_6962519749,Vladimir,True
EUW1_6961371415,Vladimir,False
EUW1_6952590802,Vladimir,True
EUW1_6962446420,Vladimir,False
EUW1_6962416201,Vladimir,True
EUW1_6962488055,Vladimir,False
EUW1_6958507299,Vladimir,False
EUW1_6947121589,Vladimir,True
EUW1_6957702747,Vladimir,False
EUW1_6960178991,Vladimir,True
EUW1_6962861919,Vladimir,False
EUW1_6963035307,Vladimir,True
EUW1_6953886289,Vladimir,True
EUW1_6955435504,Vladimir,False
EUW1_6955366967,Vladimir,False
EUW1_6955124882,Vladimir,False
EUW1_6963317924,Vladimir,False
EUW1_6962469145,Vladimir,True
EUW1_6950193049,Vladimir,False
EUW1_6958289236,Vladimir,True
EUW1_6960748718,Vladimir,False
EUW1_6956695253,Vladimir,True
EUW1_6962886947,Vladimir,True
EUW1_6963109319,Vladimir,False
EUW1_6963321287,Vladimir,False
EUW1_6962783291,Vladimir,False
EUW1_6963314473,Vladimir,False
EUW1_6960089094,Vladimir,True
EUW1_6961551096,Vladimir,True
EUW1_6959054812,Vladimir,False
EUW1_6960385400,Vladimir,True
EUW1_6962330146,Vladimir,True
EUW1_6962465289,Vladimir,False
EUW1_6963293834,Vladimir,False
EUW1_6960201051,Vladimir,True
EUW1_6962736958,Vladimir,False
EUW1_6956801187,Vladimir,False
EUW1_6962813983,Vladimir,True
EUW1_6962493944,Vladimir,True
EUW1_6962963308,Vladimir,True
EUW1_6957849569,Vladimir,True
EUW1_6962932473,Vladimir,True
EUW1_6961599840,Vladimir,True
EUW1_6958935616,Vladimir,True
EUW1_6960067859,Vladimir,False
EUW1_6963005805,Vladimir,False
EUW1_6962708802,Vladimir,True
EUW1_6962682030,Vladimir,True
EUW1_6962315685,Vladimir,True
EUW1_6955954976,Vladimir,True
EUW1_6959243446,Vladimir,True
EUW1_6954897053,Vladimir,False
EUW1_6960325867,Vladimir,False
EUW1_6960283500,Vladimir,True
EUW1_6960240796,Vladimir,False
EUW1_6961552475,Vladimir,False
EUW1_6963201686,Vladimir,True
EUW1_6962448012,Vladimir,False
EUW1_6961285213,Vladimir,False
EUW1_6958531769,Vladimir,True
EUW1_6963214124,Vladimir,False
EUW1_6962071938,Vladimir,False
EUW1_6958439989,Vladimir,False
EUW1_6962906568,Vladimir,True
EUW1_6961818206,Vladimir,False
EUW1_6956548316,Vladimir,False
EUW1_6962475489,Vladimir,True
